location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Sakda,2012-01-09,       0.00,       2.09,      28.08,       7.08,       1.45,       0.03,       0.04,       1.76,       0.11,      22.47
Sakda,2012-01-14,       0.12,       2.80,      24.48,      11.57,       1.34,       0.02,       0.03,       1.77,       0.04,       4.00
Sakda,2012-04-15,       0.09,       2.43,      22.84,       8.57,       1.62,       0.03,       0.01,       2.08,       0.04,      13.30
Sakda,2012-05-11,       0.18,       1.57,      24.80,      10.27,       1.62,       0.05,       0.03,       2.22,       0.08,      11.00
Sakda,2012-05-13,       0.07,       2.63,      23.40,       8.40,       1.34,       0.02,       0.04,       1.70,       0.05,      16.50
Sakda,2012-07-13,       0.09,       1.60,      27.61,       6.87,       1.05,       0.02,       0.03,       1.39,       0.10,      22.00
Sakda,2012-08-06,       0.11,       4.00,      29.76,       7.20,       1.12,       0.02,       0.05,       1.59,       0.06,      20.00
Sakda,2012-09-12,       0.11,       2.47,      27.82,       9.90,       1.59,       0.04,       0.02,       2.08,       0.03,       8.00
Sakda,2012-09-16,       0.26,       0.00,      26.52,       8.00,       1.06,       0.05,       0.08,       1.64,       0.29,      19.00
Sakda,2012-10-14,       0.01,       1.00,      23.40,       8.77,       1.54,       0.03,       0.06,       1.89,       0.10,      13.30
Sakda,2012-11-02,       0.15,       2.00,      18.72,      11.13,       1.68,       0.02,       0.05,       2.23,       0.07,       1.00
Sakda,2012-11-03,       0.41,       2.70,      18.45,      10.90,       1.89,       0.03,       0.00,       2.78,       0.08,       3.23
Sakda,2013-04-15,       0.17,       3.22,      23.30,      10.27,       1.70,       0.02,       0.05,       2.26,       0.05,      11.00
Sakda,2013-06-23,       0.15,       2.46,      23.30,       7.69,       1.03,       0.07,       0.01,       1.50,       0.03,      25.87
Sakda,2013-07-12,       0.24,       3.53,      31.04,      11.40,       2.07,       0.02,       0.01,       2.63,       0.06,       5.00
Sakda,2013-07-14,       0.08,       2.70,      29.52,       8.87,       0.87,       0.02,       0.05,       1.23,       0.05,      25.00
Sakda,2013-08-09,       0.12,       1.45,      27.51,       7.74,       1.17,       0.03,       0.05,       1.42,       0.07,      24.00
Sakda,2013-08-11,       0.08,       1.44,      24.42,       9.90,       1.35,       0.01,       0.02,       1.88,       0.12,      11.10
Sakda,2013-08-13,       0.00,       3.16,      27.88,       9.10,       0.90,       0.06,       0.01,       1.19,       0.02,      24.97
Sakda,2013-10-02,       0.06,       0.00,      24.48,      10.97,       2.16,       0.04,       0.04,       2.71,       0.06,       1.50
Sakda,2013-10-03,       0.14,       3.53,      24.48,      11.30,       2.30,       0.02,       0.05,       2.96,       0.08,       3.80
Sakda,2013-11-01,       0.28,       3.03,      24.96,      10.50,       1.82,       0.02,       0.08,       2.55,       0.12,       1.20
Sakda,2013-12-05,       0.07,       2.48,      23.52,      10.75,       1.42,       0.01,       0.00,       1.81,       0.01,      15.00
Sakda,2013-12-10,       0.11,       1.14,      28.12,       8.47,       1.59,       0.05,       0.04,       1.95,       0.05,      17.47
Sakda,2014-01-17,       0.35,       2.93,      13.14,      12.08,       1.57,       0.02,       0.05,       1.97,       0.09,       4.00
Sakda,2014-03-04,       0.04,       5.20,      19.06,      10.81,       1.80,       0.04,       0.05,       2.06,       0.12,      10.37
Sakda,2014-03-13,       0.33,       5.09,      22.20,      12.21,       1.60,       0.02,       0.03,       2.38,       0.11,       5.33
Sakda,2014-03-14,,,,,,,,,,
Sakda,2014-04-07,       0.14,       1.53,       6.95,       6.77,       0.54,       0.03,       0.02,,       0.27,      26.67
Sakda,2014-06-09,       0.25,       0.23,      20.07,       6.82,       0.54,       0.02,       0.03,,       0.06,      24.00
Sakda,2014-06-11,       0.16,       1.29,       6.95,       9.50,       0.81,       0.02,       0.04,       1.19,       0.07,      15.00
Sakda,2014-06-13,,,,,,,,,,
Sakda,2014-06-19,       0.22,       2.58,       9.69,       7.77,       0.52,       0.00,       0.01,,       0.06,      25.93
Sakda,2014-07-11,,,,,,,,,,
Sakda,2014-08-05,       0.12,       2.74,      19.84,       9.00,       0.83,       0.01,       0.00,       1.16,       0.12,      20.00
Sakda,2014-08-08,,,,,,,,,,
Sakda,2014-08-22,       0.12,       1.33,      20.62,       6.40,       0.60,       0.03,       0.03,,       0.05,      26.20
Sakda,2014-09-05,,,,,,,,,,
Sakda,2014-10-15,       0.25,       0.52,      12.88,       7.87,       1.05,       0.01,       0.05,       1.57,       0.08,      18.37
Sakda,2014-11-04,,,,,,,,,,
Sakda,2014-11-07,,,,,,,,,,
Sakda,2014-11-12,       0.15,       1.21,       6.95,      11.07,       1.33,       0.02,       0.02,       2.09,       0.06,       6.00
Sakda,2014-12-01,,,,,,,,,,
Sakda,2014-12-09,       0.16,       0.29,      18.46,       7.41,       0.47,       0.02,       0.03,,       0.06,      22.78
Sakda,2014-12-10,,,,,,,,,,
Sakda,2014-12-12,,,,,,,,,,
Sakda,2015-02-04,       0.16,       1.50,      18.20,      10.04,       1.48,       0.02,       0.04,       1.77,       0.10,       7.83
Sakda,2015-02-13,,,,,,,,,,
Sakda,2015-03-13,,,,,,,,,,
Sakda,2015-04-17,,,,,,,,,,
Sakda,2015-05-14,       0.26,       1.08,       9.19,       6.78,       0.78,       0.02,       0.02,       1.09,       0.08,      21.67
Sakda,2015-06-18,       0.28,       1.70,       9.79,       7.28,       0.80,       0.08,       0.06,       1.16,       0.10,      22.77
Sakda,2015-07-09,,,,,,,,,,
Sakda,2015-08-01,       0.23,       3.07,      14.07,      12.56,       1.35,       0.02,       0.04,       2.43,       0.09,       2.00
Sakda,2015-08-05,,,,,,,,,,
Sakda,2015-08-08,,,,,,,,,,
Sakda,2015-08-10,       0.08,       1.46,      12.13,       9.51,       1.03,       0.03,       0.05,       1.37,       0.14,      13.50
Sakda,2015-08-20,       0.13,       2.15,      10.43,       6.34,       0.54,       0.02,       0.04,,       0.05,      26.73
Sakda,2015-09-01,,,,,,,,,,
Sakda,2015-09-25,       0.11,       0.24,       6.89,       8.12,       0.97,       0.02,       0.04,       1.27,       0.07,      18.80
Sakda,2015-10-07,       0.13,       1.66,      16.16,       5.87,,       0.02,       0.06,       1.25,       0.10,      24.23
Sakda,2015-10-12,       0.12,       4.75,       7.90,      11.60,       1.19,       0.01,       0.05,       1.59,       0.10,       5.73
Sakda,2015-11-07,,,,,,,,,,
Sakda,2015-11-19,       0.13,       1.47,       9.63,       9.72,       1.16,       0.01,       0.06,       1.57,       0.11,      12.80
Sakda,2015-12-02,       0.19,       1.63,      17.44,      11.22,       1.58,       0.02,       0.03,       2.75,       0.07,       4.07
Sakda,2015-12-03,       0.17,       3.50,      15.02,      11.26,       1.65,       0.02,       0.09,       3.16,       0.09,       6.00
Sakda,2015-12-06,,,,,,,,,,
Sakda,2016-01-04,       0.12,       1.90,       9.88,      10.12,       1.84,       0.02,       0.06,       2.36,       0.11,      13.10
Sakda,2016-01-10,       0.00,       0.50,      12.37,       8.09,       0.87,       0.02,       0.05,       1.43,       0.10,      17.13
Sakda,2016-02-09,,,,,,,,,,
Sakda,2016-02-12,       0.04,       3.27,      12.28,      11.79,       1.18,       0.02,       0.05,       1.56,       0.10,       6.50
Sakda,2016-03-09,       0.01,       0.59,      17.67,       6.85,       0.74,       0.01,       0.05,       1.28,       0.12,      23.60
Sakda,2016-04-11,       0.01,       2.06,      21.03,      10.23,       1.03,       0.03,       0.04,       1.72,       0.16,      11.00
Sakda,2016-05-13,       0.28,       1.03,      16.51,       8.10,       1.17,       0.03,       0.03,       1.78,       0.14,      16.00
Sakda,2016-05-14,,,,,,,,,,
Sakda,2016-06-19,,,,,,,,,,
Sakda,2016-07-02,,,,,,,,,,
Sakda,2016-07-18,,,,,,,,,,
Sakda,2016-08-04,,,,,,,,,,
Sakda,2016-08-07,       0.09,       0.86,      17.49,       7.19,       0.44,       0.01,       0.02,,       0.11,      25.00
Sakda,2016-08-14,,,,,,,,,,
Sakda,2016-08-19,       0.01,       1.64,      18.89,       6.27,       0.94,       0.02,       0.07,       1.51,       0.15,      25.90
Sakda,2016-09-01,       0.11,       2.48,       7.12,      12.48,       1.41,       0.02,       0.05,       1.85,       0.07,       3.47
Sakda,2016-10-01,,,,,,,,,,
Sakda,2016-10-11,,,,,,,,,,
Sakda,2016-10-15,,,,,,,,,,
Sakda,2016-11-02,       0.18,       1.94,       7.52,      12.51,       1.44,       0.02,       0.06,       1.96,       0.09,       1.50
Sakda,2016-11-03,       0.15,       2.18,      13.85,      11.19,       1.41,       0.02,       0.04,       1.88,       0.11,       6.40
Sakda,2016-11-06,       0.08,       1.63,      21.98,       6.88,       0.71,       0.00,       0.00,       1.36,       0.09,      21.77
Sakda,2016-12-03,,,,,,,,,,
Somchair,2009-01-24,       0.37,       3.60,      39.45,       9.50,       1.08,       0.03,       0.08,       1.77,       0.10,       6.00
Somchair,2009-02-14,       0.70,       4.70,      29.52,      11.20,       2.80,       0.02,       0.09,       4.22,       0.10,       6.00
Somchair,2009-03-27,       0.24,       7.40,      62.50,       9.70,       1.61,       0.05,       0.06,       2.28,       0.06,       8.00
Somchair,2009-04-25,       0.16,       5.10,      38.59,       7.90,       1.02,       0.04,       0.06,       1.68,       0.08,      16.00
Somchair,2009-05-25,       0.20,       2.40,      29.59,       7.90,       0.89,       0.02,       0.12,       1.32,       0.12,      24.00
Somchair,2009-06-28,       0.38,       2.80,      29.68,       7.70,       3.91,       0.06,       0.01,       5.21,       0.01,      23.00
Somchair,2009-07-26,       0.10,       2.20,      24.60,       8.00,       1.78,       0.01,       0.01,       2.27,       0.03,      24.00
Somchair,2009-08-28,       0.56,       2.40,      49.32,       7.80,       1.18,       0.30,       0.08,       2.44,       0.09,      24.00
Somchair,2009-09-24,       0.14,       1.60,      14.76,       8.50,       1.57,       0.02,       0.04,       2.09,       0.32,      19.10
Somchair,2009-10-30,       0.26,       3.00,      34.44,       9.00,       1.30,       0.03,       0.05,       2.27,       0.06,      14.00
Somchair,2009-11-14,       0.32,       3.10,      29.59,      10.10,       1.80,       0.05,       0.02,       2.60,       0.02,       6.00
Somchair,2009-12-19,       0.24,       3.60,      34.40,      10.00,       1.86,       0.05,       0.03,       2.58,       0.03,       3.00
Somchair,2010-01-24,       0.62,       5.30,      59.04,      12.40,       2.47,       0.02,       0.10,       3.72,       0.16,       2.00
Somchair,2010-02-14,       0.49,       4.10,      34.02,      12.50,       1.36,       0.03,       0.03,       2.81,       0.09,       5.00
Somchair,2010-03-20,       0.51,       3.10,      29.52,      11.50,       1.26,       0.03,       0.04,       2.19,       0.07,      10.00
Somchair,2010-04-18,       0.06,       3.50,      34.44,      10.80,       1.67,       0.05,       0.04,       2.12,       0.11,      14.00
Somchair,2010-05-22,       0.20,       2.90,      29.59,       9.80,       1.54,       0.07,       0.01,       2.19,       0.01,      20.00
Somchair,2010-06-13,       0.25,       2.70,      29.59,       8.30,       1.94,       0.05,       0.01,       2.68,       0.04,      25.00
Somchair,2010-07-22,       0.36,       1.50,      24.60,       7.50,       1.05,       0.05,       0.04,       1.74,       0.04,      23.00
Somchair,2010-08-28,       0.29,       1.90,      24.60,       7.50,       1.48,       0.07,       0.01,       2.21,       0.04,      25.00
Somchair,2010-09-12,       0.30,       2.00,      28.08,      11.40,       1.56,       0.03,       0.04,       2.26,       0.11,       7.00
Somchair,2010-09-30,       0.12,       1.70,      24.60,       8.80,       0.85,       0.04,       0.02,       1.20,       0.05,      16.00
Somchair,2010-10-29,       0.15,       1.90,      29.59,       8.80,       1.51,       0.03,       0.02,       2.03,       0.10,      10.00
Somchair,2010-11-27,       0.65,       2.10,      32.90,      11.60,       1.47,       0.04,       0.03,       2.58,       0.04,       6.00
Somchair,2011-01-30,       0.19,       2.20,      75.26,       8.20,       2.21,       0.03,       0.00,       2.93,       0.16,       3.00
Somchair,2011-02-26,       0.54,       2.21,      27.40,      12.55,       2.60,       0.15,       0.01,,       0.04,       3.00
Somchair,2011-03-08,       0.23,       2.86,      23.52,       8.81,       0.98,       0.02,       0.00,       1.49,       0.04,      28.00
Somchair,2011-03-11,       0.13,       1.43,      19.58,      11.73,       1.91,       0.02,       0.00,       2.46,       0.05,       5.00
Somchair,2011-03-26,       0.42,       2.83,      22.84,      11.97,       2.19,       0.02,       0.00,       3.14,       0.08,       8.00
Somchair,2011-04-13,       0.13,       2.91,      22.84,       9.82,       2.47,       0.02,       0.03,       3.13,       0.04,      13.50
Somchair,2011-05-27,       0.38,       2.27,      28.94,       8.91,       1.14,       0.01,       0.00,       1.83,       0.04,      23.50
Somchair,2011-06-29,       0.60,       3.62,      24.60,       7.66,       1.61,       0.02,       0.00,       3.40,       0.04,      23.00
Somchair,2011-08-12,       0.10,       2.68,      19.58,       9.81,       1.82,       0.02,       0.05,       2.32,       0.09,      11.00
Somchair,2011-08-28,       0.14,       3.42,      28.08,       6.57,       1.52,       0.03,       0.04,       2.01,       0.05,      24.00
Somchair,2011-09-23,       0.18,       1.86,      32.76,       8.26,       1.38,       0.03,       0.00,       1.91,       0.04,      21.00
Somchair,2011-11-16,       0.09,       2.86,      23.40,      10.82,       1.50,       0.03,       0.04,       1.93,       0.06,       9.00
Somchair,2012-02-18,       0.40,       3.66,      37.44,      12.58,       2.46,       0.03,       0.01,       3.44,       0.07,       1.50
Somchair,2012-02-24,       0.26,       3.81,,      12.26,       2.32,       0.03,       0.02,       3.10,       0.03,       4.00
Somchair,2012-03-16,       0.19,       2.94,      23.06,      12.86,       2.21,       0.03,       0.04,       2.90,       0.07,       4.00
Somchair,2012-03-25,       0.19,       2.85,,      12.79,       1.33,       0.05,       0.03,       1.88,       0.06,      11.00
Somchair,2012-04-02,       0.19,       2.97,      28.08,       8.57,       1.78,       0.03,       0.00,       2.39,       0.00,       2.00
Somchair,2012-04-11,       0.13,       2.60,      24.80,       9.77,       2.54,       0.04,       0.05,       3.24,       0.09,      11.00
Somchair,2012-04-26,       0.09,       2.79,      28.08,       8.68,       1.86,       0.02,       0.00,       2.36,       0.00,      16.00
Somchair,2012-04-29,       0.05,       2.86,,,       1.61,       0.04,       0.00,       2.05,       0.00,      13.50
Somchair,2012-05-26,       0.10,       3.89,      32.76,       7.40,       2.45,       0.04,       0.04,       3.09,       0.05,      23.00
Somchair,2012-05-31,       0.25,       3.92,,       7.32,       2.04,       0.04,       0.02,       2.80,       0.09,      22.00
Somchair,2012-07-10,       0.04,       1.65,      23.40,       9.55,       1.56,       0.01,       0.01,       1.93,       0.06,      12.50
Somchair,2012-07-20,       0.38,       3.71,      29.23,       6.17,       0.78,       0.00,       0.00,       1.39,       0.30,      26.00
Somchair,2012-07-23,       0.36,       3.69,,       6.26,       0.81,       0.00,       0.00,       1.42,       0.41,      27.00
Somchair,2012-07-27,       0.30,       3.56,      28.08,       6.31,       0.51,       0.02,       0.03,       1.00,       0.09,      26.00
Somchair,2012-07-30,       0.06,       3.16,,       6.55,       2.16,       0.03,       0.04,       2.71,       0.10,      25.00
Somchair,2012-08-12,       0.55,       2.02,      46.36,       8.55,       2.06,       0.02,       0.03,       3.15,       0.10,       7.00
Somchair,2012-08-25,       0.04,       4.74,      46.80,       7.86,       0.84,       0.01,       0.00,       1.07,       0.02,      26.00
Somchair,2012-10-27,       0.30,       6.40,      37.44,      10.14,       1.70,       0.02,       0.01,       2.42,       0.06,      10.00
Somchair,2012-10-29,       0.28,       5.07,,       9.12,       1.65,       0.03,       0.01,       2.35,       0.05,       8.00
Somchair,2012-11-10,       0.04,       2.00,,,       1.48,       0.03,       0.06,       1.85,       0.16,      13.00
Somchair,2012-11-15,       0.22,       2.54,,       9.41,       2.73,       0.03,       0.05,       3.57,       0.07,      16.00
Somchair,2012-11-22,       0.08,       2.41,,       9.05,       2.17,       0.03,       0.03,       2.72,       0.12,      12.00
Somchair,2012-12-30,       0.13,       2.33,,       8.54,       2.11,       0.03,       0.03,       2.72,       0.04,       1.00
Somchair,2013-02-06,       0.35,,,       6.68,       1.50,       0.04,       0.16,       2.27,       0.53,      23.00
Somchair,2013-02-11,       0.16,       1.46,,      10.54,       1.38,       0.02,       0.17,       2.15,       0.21,      10.40
Somchair,2013-02-16,       0.10,       2.60,      24.48,      11.05,       2.15,       0.03,       0.02,       2.73,       0.07,       2.00
Somchair,2013-02-25,       0.09,       1.95,,,       2.04,       0.04,       0.06,       2.61,       0.07,       1.00
Somchair,2013-03-24,       0.08,       0.78,      29.37,       8.53,       2.07,       0.09,       0.00,       2.69,       0.01,       6.00
Somchair,2013-03-30,       0.17,       1.84,,      10.73,       2.12,       0.03,       0.00,       2.78,       0.00,       8.50
Somchair,2013-04-02,       0.44,       1.67,,,       2.22,       0.02,       0.03,       3.22,       0.13,       1.00
Somchair,2013-04-11,       0.08,       0.90,      24.10,      10.60,       1.45,       0.02,       0.02,       1.75,       0.08,      12.00
Somchair,2013-04-20,       0.34,       1.82,      70.56,       9.61,       1.60,       0.01,       0.01,       2.34,       0.03,      11.00
Somchair,2013-04-29,       0.00,       1.09,,       8.38,       2.13,       0.01,       0.01,       2.59,       0.04,      15.50
Somchair,2013-05-19,       0.06,       4.12,      94.08,       7.17,       1.59,       0.02,       0.05,       1.99,       0.06,      19.00
Somchair,2013-06-21,       0.41,       1.88,      32.62,       6.84,       1.51,       0.02,       0.05,       2.33,       0.06,      23.50
Somchair,2013-06-30,       0.08,       3.10,,       6.88,       2.20,       0.04,       0.03,       2.78,       0.06,      20.50
Somchair,2013-07-19,       0.10,      10.97,      83.64,       4.38,       1.28,       0.03,       0.04,       1.70,       0.07,      28.00
Somchair,2013-07-29,       0.15,       8.99,      63.96,       0.00,       0.85,       0.02,       0.02,       1.07,       0.02,      27.00
Somchair,2013-08-08,       0.18,       4.50,      34.44,       8.85,       1.33,       0.03,       0.01,       1.65,       0.01,      27.00
Somchair,2013-08-23,       0.12,,,       6.16,       1.02,       0.01,       0.02,       1.24,       0.02,      24.00
Somchair,2013-09-12,       0.38,       1.95,      28.51,      10.86,       2.08,       0.13,       0.02,       3.08,       0.03,       2.00
Somchair,2013-09-26,       0.15,       2.20,,       7.32,       1.07,       0.02,       0.02,       1.34,       0.02,      19.50
Somchair,2013-10-25,       0.23,       1.47,      32.92,      10.48,       1.58,       0.02,       0.05,       2.10,       0.06,      10.20
Somchair,2013-11-01,       0.32,       2.05,      32.76,      11.21,       1.84,       0.02,       0.07,       2.61,       0.09,       1.00
Somchair,2013-11-17,       0.10,       1.08,,       9.11,       1.80,       0.04,       0.03,       2.09,       0.03,       4.00
Somchair,2013-11-22,       0.11,,,       8.89,       1.82,       0.03,       0.03,       2.10,       0.04,       7.00
Somchair,2013-12-09,       0.06,       2.05,      29.47,       7.45,       1.02,       0.02,       0.00,       1.71,       0.06,      26.50
Somchair,2013-12-19,       0.48,       2.72,,      11.69,       2.40,       0.04,       0.02,       2.95,       0.04,       2.50
Somchair,2013-12-27,       0.49,       2.50,,      10.95,       2.14,       0.04,       0.02,       2.78,       0.04,       3.00
Somchair,2014-01-24,       0.51,       2.53,      29.09,      12.87,       2.09,       0.03,       0.02,       3.04,       0.04,       5.00
Somchair,2014-02-05,       0.39,       1.68,      29.37,       8.13,       2.05,       0.02,       0.03,       2.61,       0.06,      18.75
Somchair,2014-02-11,       0.09,       1.20,      24.25,       9.72,       1.86,       0.02,       0.02,       2.00,       0.03,      12.50
Somchair,2014-03-02,,,,,,,,,,
Somchair,2014-03-05,,,,,,,,,,
Somchair,2014-03-09,       0.08,       1.40,      29.01,       8.03,       1.05,       0.01,       0.03,       1.19,       0.05,      23.50
Somchair,2014-03-15,       0.83,       2.46,,      13.28,       1.88,       0.01,       0.09,       2.90,       0.09,       3.00
Somchair,2014-03-21,       0.84,      11.96,      74.78,       9.88,       2.04,       0.05,       0.05,       3.22,       0.09,       7.00
Somchair,2014-04-18,       0.08,       1.82,,       8.43,       2.25,       0.03,       0.03,       2.47,       0.04,      11.70
Somchair,2014-05-06,       0.26,      10.45,      47.00,       7.15,       2.98,       0.04,       0.09,       3.31,       0.09,      24.00
Somchair,2014-05-14,       0.28,       2.40,,       8.28,       1.67,       0.01,       0.02,       2.44,       0.02,      17.30
Somchair,2014-05-28,       0.39,       3.09,,      11.09,       2.30,       0.07,       0.20,       2.77,       0.31,      17.00
Somchair,2014-05-30,,,,,,,,,,
Somchair,2014-06-04,       0.08,       1.06,      33.29,       7.62,       2.30,       0.03,       0.00,       2.54,       0.02,      12.80
Somchair,2014-06-12,       0.14,       0.00,      21.65,      10.95,       1.97,       0.03,       0.04,       2.65,       0.06,       3.00
Somchair,2014-06-26,,,,,,,,,,
Somchair,2014-08-22,       0.07,       0.95,,       7.66,       0.71,       0.01,       0.29,       0.96,       0.33,      26.20
Somchair,2014-08-27,       0.08,       1.42,,       7.84,       1.46,       0.01,       0.02,       1.56,       0.03,      28.00
Somchair,2014-09-08,       0.23,       1.44,      21.33,       7.58,       1.03,       0.00,       0.00,       1.57,       0.01,      28.00
Somchair,2014-09-18,       0.22,       1.45,,       8.48,       1.05,       0.01,       0.02,       1.34,       0.02,      20.50
Somchair,2014-09-21,,,,,,,,,,
Somchair,2014-10-09,       0.06,       2.25,,       7.28,       0.67,       0.01,       0.03,       0.90,       0.03,      22.40
Somchair,2014-10-10,       0.14,       1.10,      25.58,       8.57,       1.31,       0.01,       0.03,       1.67,       0.03,      15.50
Somchair,2014-10-17,       0.04,       0.00,,       8.97,       1.21,       0.01,       0.06,       1.46,       0.07,      16.50
Somchair,2014-10-19,,,,,,,,,,
Somchair,2014-11-06,       0.51,       2.19,,       7.65,       1.92,       0.04,       0.11,       2.49,       0.14,      25.00
Somchair,2014-11-08,,,,,,,,,,
Somchair,2014-11-12,       0.38,       0.96,,      10.12,       1.90,       0.02,       0.04,       2.70,       0.04,       5.00
Somchair,2014-11-13,       0.09,       1.10,,      11.25,       1.54,       0.02,       0.09,       1.79,       0.11,      10.00
Somchair,2014-11-17,,,,,,,,,,
Somchair,2014-11-21,       0.16,       1.16,,      11.50,       1.88,       0.03,       0.04,       2.14,       0.05,       8.00
Somchair,2014-12-03,       0.79,       1.76,      21.54,      11.88,       2.87,       0.01,       0.06,       3.71,       0.07,       1.50
Somchair,2014-12-07,       0.18,       3.10,      33.29,       6.35,       1.39,       0.01,       0.03,       1.69,       0.03,      29.00
Somchair,2014-12-13,       0.28,       0.93,,      10.03,       1.87,       0.02,       0.05,       2.39,       0.06,       1.40
Somchair,2014-12-15,,,,,,,,,,
Somchair,2015-01-08,       0.00,       1.76,      27.42,       8.58,       1.24,       0.01,       0.01,       1.46,       0.03,      26.00
Somchair,2015-01-16,       0.82,       1.25,      25.73,      11.30,       2.26,       0.02,       0.07,       3.69,       0.07,       1.20
Somchair,2015-01-24,,,,,,,,,,
Somchair,2015-01-31,       0.75,       1.48,,      11.60,       2.60,       0.02,       0.03,       3.44,       0.04,       0.50
Somchair,2015-02-14,       0.84,       2.19,,      11.93,       3.44,       0.02,       0.08,       4.34,       0.12,       2.00
Somchair,2015-02-27,       0.81,       2.22,,      11.21,       3.93,       0.00,       0.04,       4.78,       0.05,       3.00
Somchair,2015-03-15,       0.29,       2.10,      34.89,       7.63,       2.78,       0.08,       0.03,       3.31,       0.14,       8.30
Somchair,2015-03-21,       0.30,       2.10,,       9.16,       2.63,       0.08,       0.07,       3.12,       0.07,      11.00
Somchair,2015-03-27,,,,,,,,,,
Somchair,2015-04-23,       0.08,       2.12,,       9.90,       2.51,       0.03,       0.06,       3.66,       0.06,      12.10
Somchair,2015-04-25,,,,,,,,,,
Somchair,2015-05-25,,,,,,,,,,
Somchair,2015-05-27,       0.00,       1.43,,       8.73,       2.43,       0.06,       0.08,       2.67,       0.10,      22.00
Somchair,2015-06-06,       0.07,       5.86,      31.11,       5.20,       1.89,       0.03,       0.14,       2.02,       0.15,      23.00
Somchair,2015-06-17,       2.53,       4.10,,       7.15,       2.09,       0.10,       0.20,       4.88,       0.20,      25.20
Somchair,2015-06-28,,,,,,,,,,
Somchair,2015-07-23,       0.12,       4.32,,       6.73,       1.61,       0.01,       0.00,       1.75,       0.01,      26.10
Somchair,2015-08-10,       0.12,       2.83,      32.96,       9.82,       1.79,       0.02,       0.02,,       0.08,      11.00
Somchair,2015-08-21,       0.20,       1.01,,       7.02,       1.23,       0.01,       0.02,       1.57,       0.03,      26.00
Somchair,2015-08-28,,,,,,,,,,
Somchair,2015-09-08,       0.06,       6.40,,       8.79,       1.16,       0.01,       0.01,       1.31,       0.03,      26.50
Somchair,2015-09-09,       0.04,       1.78,      29.16,       8.12,       1.61,       0.02,       0.10,       1.82,       0.12,      19.40
Somchair,2015-09-12,       0.15,       1.23,      20.91,      11.93,       1.88,       0.01,       0.01,       2.45,       0.01,       2.00
Somchair,2015-09-22,       0.07,       1.52,      22.30,       8.85,       1.57,       0.03,       0.06,       1.77,       0.06,      16.50
Somchair,2015-09-24,,,,,,,,,,
Somchair,2015-10-04,       0.55,       3.92,      33.05,      11.47,       3.19,       0.08,       0.02,       4.42,       0.03,       8.80
Somchair,2015-10-05,       0.07,       1.40,      24.58,       8.40,       1.98,       0.02,       0.03,       2.84,       0.05,      21.00
Somchair,2015-10-15,       0.09,       1.26,,       9.56,       1.75,       0.04,       0.02,,       0.05,      14.00
Somchair,2015-10-30,,,,,,,,,,
Somchair,2015-11-11,       0.03,       2.76,      24.60,      10.10,       1.78,       0.02,       0.01,       1.88,       0.04,      12.90
Somchair,2015-11-18,       0.08,       1.25,,      10.45,       1.70,       0.01,       0.01,       1.79,       0.05,       9.70
Somchair,2015-11-28,       0.06,       2.64,,       9.88,       1.64,       0.01,       0.01,       1.75,       0.02,       5.00
Somchair,2015-12-07,       0.04,       4.26,      28.22,       7.21,       1.90,       0.01,       0.06,       2.12,       0.07,      26.50
Somchair,2015-12-19,       0.09,       1.34,,       1.43,       1.74,       0.01,       0.01,       1.84,       0.03,       3.10
Somchair,2016-01-14,       0.27,       1.22,      28.94,      11.70,       2.46,       0.03,       0.03,       2.88,       0.05,       2.00
Somchair,2016-01-24,,,,,,,,,,
Somchair,2016-02-14,,,,,,,,,,
Somchair,2016-02-26,       0.40,       1.57,,      11.08,       2.00,       0.02,       0.04,       2.76,       0.19,       2.00
Somchair,2016-03-20,       0.15,       1.15,,       9.00,       1.88,       0.07,       0.05,       2.61,       0.07,      10.00
Somchair,2016-04-18,,,,,,,,,,
Somchair,2016-04-24,       0.06,       1.05,,       9.07,       2.18,       0.03,       0.07,       2.34,       0.17,      13.80
Somchair,2016-05-14,       0.06,       1.86,      27.46,       9.42,       1.24,       0.02,       0.06,       1.64,       0.10,      16.80
Somchair,2016-05-22,       0.19,       1.30,,       8.05,       1.39,       0.07,       0.04,       2.09,       0.11,      19.00
Somchair,2016-06-02,       0.43,       1.06,      23.54,      11.54,       1.77,       0.02,       0.03,       2.46,       0.05,       2.50
Somchair,2016-06-13,,,,,,,,,,
Somchair,2016-06-16,       0.08,       6.01,      51.17,       7.96,       1.50,       0.02,       0.01,       1.99,       0.08,      22.90
Somchair,2016-06-26,       0.13,       1.91,,       6.46,       1.26,       0.01,       0.01,       1.70,       0.07,      22.30
Somchair,2016-07-14,       0.09,       3.13,      86.59,       7.30,       1.66,       0.03,       0.07,       3.13,       0.12,      25.20
Somchair,2016-07-20,       0.12,       1.11,,       7.91,       1.44,       0.02,       0.03,       4.06,       0.17,      24.00
Somchair,2016-07-22,,,,,,,,,,
Somchair,2016-07-24,       0.08,       2.04,,,       1.43,       0.03,       0.10,       1.74,       0.12,      24.90
Somchair,2016-08-04,       0.07,       2.30,      25.79,      10.30,       1.97,       0.02,       0.02,       2.30,       0.05,      11.20
