location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Kohsoom,2015-11-26,       5.90,      65.97,       9.50,       8.75,Total nitrogen,       4.25
Kohsoom,2015-12-12,       6.00,      62.33,      11.43,       4.00,Total nitrogen,       4.64
Kohsoom,2016-01-23,       5.50,      61.88,       8.70,       3.50,Total nitrogen,       3.77
Kohsoom,2016-01-28,       5.17,      60.79,       9.27,       4.33,Total nitrogen,       3.51
Kohsoom,2016-02-18,       4.83,      59.71,       9.83,       5.17,Total nitrogen,       3.25
Kohsoom,2016-02-20,       4.50,      58.62,      10.40,       6.00,Total nitrogen,       3.00
Kohsoom,2016-03-20,       5.20,      42.28,       6.80,      15.00,Total nitrogen,       3.15
Kohsoom,2016-03-24,       4.60,      44.65,       7.07,      15.33,Total nitrogen,       2.79
Kohsoom,2016-04-21,       4.00,      47.02,       7.33,      15.67,Total nitrogen,       2.42
Kohsoom,2016-04-29,       3.40,      49.39,       7.60,      16.00,Total nitrogen,       2.06
Kohsoom,2016-05-28,       3.00,      39.20,       5.80,      23.00,Total nitrogen,       2.12
Kohsoom,2016-06-19,       4.50,      38.80,       6.39,      19.00,Total nitrogen,       4.19
Kohsoom,2016-06-23,       3.85,      39.06,       6.04,      22.50,Total nitrogen,       3.55
Kohsoom,2016-07-23,       3.20,      39.33,       5.70,      26.00,Total nitrogen,       2.91
Kohsoom,2016-07-28,       3.00,      40.47,       5.60,      25.50,Total nitrogen,       2.25
Kohsoom,2016-08-21,       2.80,      41.61,       5.50,      25.00,Total nitrogen,       1.58
Kohsoom,2016-08-26,       3.30,      43.94,       5.35,      23.50,Total nitrogen,       2.29
Kohsoom,2016-09-22,       3.80,      46.27,       5.20,      22.00,Total nitrogen,       2.99
Kohsoom,2016-09-29,       4.30,      47.76,       5.53,      20.00,Total nitrogen,       2.75
Kohsoom,2016-10-20,       4.80,      49.25,       5.87,      18.00,Total nitrogen,       2.50
Kohsoom,2016-10-21,       5.30,      50.74,       6.20,      16.00,Total nitrogen,       2.25
Kohsoom,2016-11-18,       5.20,      40.10,       6.60,      11.00,Total nitrogen,       3.92
Kohsoom,2016-11-24,       4.90,      41.25,       6.75,       8.00,Total nitrogen,       3.04
Kohsoom,2016-12-12,       4.60,      42.41,       6.90,       5.00,Total nitrogen,       2.17
Kohsoom,2016-12-15,       3.92,      32.71,       8.79,       5.75,Total nitrogen,       2.53
Sakda,2009-02-13,       3.24,      23.01,      10.68,       6.50,Total nitrogen,       2.89
Sakda,2009-03-13,       3.10,      24.66,      10.16,       7.50,Total nitrogen,       2.81
Sakda,2009-04-17,       3.25,      24.66,       7.92,      12.50,Total nitrogen,       2.25
Sakda,2009-05-12,       2.81,      22.96,      10.83,       4.80,Total nitrogen,       2.07
Sakda,2009-07-09,       1.50,      22.96,       7.50,      22.00,Total nitrogen,       1.78
Sakda,2009-08-05,       2.08,      27.88,       9.26,      16.50,Total nitrogen,       1.04
Sakda,2009-08-08,       1.50,      19.68,       7.21,      25.00,Total nitrogen,       1.92
Sakda,2009-08-10,       1.59,      22.96,       8.64,      18.00,Total nitrogen,       1.96
Sakda,2009-09-01,       2.95,      19.70,      10.65,       5.00,Total nitrogen,       1.49
Sakda,2009-09-28,       1.33,      22.85,       8.30,      14.50,Total nitrogen,       1.84
Sakda,2009-11-07,       1.59,      23.02,       7.94,      24.00,Total nitrogen,       1.81
Sakda,2009-11-13,       2.09,      23.02,      10.33,       8.67,Total nitrogen,       2.17
Sakda,2009-12-06,       0.69,      24.66,       6.76,      24.00,Total nitrogen,       1.92
Sakda,2010-02-09,       2.43,      27.95,       7.59,      24.00,Total nitrogen,       2.00
Sakda,2010-05-14,       1.14,      31.33,       7.60,      17.00,Total nitrogen,       2.07
Sakda,2010-06-19,       0.76,      22.96,       7.54,      24.20,Total nitrogen,       1.97
Sakda,2010-07-02,       3.14,      29.59,      10.26,       5.00,Total nitrogen,       3.72
Sakda,2010-07-18,       0.90,      24.60,       7.47,      24.67,Total nitrogen,       1.37
Sakda,2010-08-04,       2.43,      31.16,       9.76,      11.00,Total nitrogen,       2.03
Sakda,2010-08-14,       0.74,      27.88,       6.76,      26.00,Total nitrogen,       2.13
Sakda,2010-10-01,       3.46,      27.88,      11.99,       0.50,Total nitrogen,       2.07
Sakda,2010-10-11,       4.28,      23.40,       9.29,      12.60,Total nitrogen,       2.40
Sakda,2010-10-15,       0.28,      23.40,       8.25,      15.70,Total nitrogen,       2.16
Sakda,2010-11-12,       2.06,      23.40,      10.63,       7.00,Total nitrogen,       2.18
Sakda,2010-12-03,       1.96,      26.24,       9.26,       8.17,Total nitrogen,       2.79
Sakda,2011-01-13,       3.22,      27.87,      11.44,       1.80,Total nitrogen,       2.58
Sakda,2011-05-21,       1.40,      24.12,       8.62,      21.23,Total nitrogen,       1.96
Sakda,2011-06-08,       0.00,      23.52,       6.72,      26.00,Total nitrogen,       1.23
Sakda,2011-06-18,       1.27,      19.73,       7.57,      23.00,Total nitrogen,       1.44
Sakda,2011-06-26,       1.24,      22.81,       8.45,      24.50,Total nitrogen,       1.38
Sakda,2011-07-04,       1.21,      25.89,       9.33,      10.50,Total nitrogen,       2.99
Sakda,2011-07-30,       1.30,      25.49,       8.62,      26.00,Total nitrogen,       1.59
Sakda,2011-08-07,       1.39,      25.09,       7.90,      24.43,Total nitrogen,       1.49
Sakda,2011-09-09,       0.00,      18.72,       7.87,      23.00,Total nitrogen,       1.65
Sakda,2011-09-12,       1.90,      18.72,      11.07,       8.80,Total nitrogen,       2.27
Sakda,2011-10-02,       2.45,      30.40,      11.58,       6.50,Total nitrogen,       2.76
Sakda,2011-10-03,       3.16,      24.36,      11.74,       7.00,Total nitrogen,       2.40
Sakda,2011-10-15,       0.00,      18.72,       9.07,      17.03,Total nitrogen,       1.89
Sakda,2011-10-27,       0.00,      18.72,       9.38,      14.10,Total nitrogen,       2.18
Sakda,2011-11-08,       0.00,      18.72,       9.69,      25.00,Total nitrogen,       1.71
Sakda,2011-11-11,       0.00,      18.72,      10.00,      11.50,Total nitrogen,       1.86
Sakda,2011-11-26,       0.83,      21.42,       9.54,       8.00,Total nitrogen,       2.39
Sakda,2011-12-05,       1.67,      24.12,       9.09,      18.50,Total nitrogen,       1.80
Sakda,2012-01-09,       2.09,      28.08,       7.08,      22.47,Total nitrogen,       1.76
Sakda,2012-01-14,       2.80,      24.48,      11.57,       4.00,Total nitrogen,       1.77
Sakda,2012-04-15,       2.43,      22.84,       8.57,      13.30,Total nitrogen,       2.08
Sakda,2012-05-11,       1.57,      24.80,      10.27,      11.00,Total nitrogen,       2.22
Sakda,2012-05-13,       2.63,      23.40,       8.40,      16.50,Total nitrogen,       1.70
Sakda,2012-07-13,       1.60,      27.61,       6.87,      22.00,Total nitrogen,       1.39
Sakda,2012-08-06,       4.00,      29.76,       7.20,      20.00,Total nitrogen,       1.59
Sakda,2012-09-12,       2.47,      27.82,       9.90,       8.00,Total nitrogen,       2.08
Sakda,2012-09-16,       0.00,      26.52,       8.00,      19.00,Total nitrogen,       1.64
Sakda,2012-10-14,       1.00,      23.40,       8.77,      13.30,Total nitrogen,       1.89
Sakda,2012-11-02,       2.00,      18.72,      11.13,       1.00,Total nitrogen,       2.23
Sakda,2012-11-03,       2.70,      18.45,      10.90,       3.23,Total nitrogen,       2.78
Sakda,2013-04-15,       3.22,      23.30,      10.27,      11.00,Total nitrogen,       2.26
Sakda,2013-06-23,       2.46,      23.30,       7.69,      25.87,Total nitrogen,       1.50
Sakda,2013-07-12,       3.53,      31.04,      11.40,       5.00,Total nitrogen,       2.63
Sakda,2013-07-14,       2.70,      29.52,       8.87,      25.00,Total nitrogen,       1.23
Sakda,2013-08-09,       1.45,      27.51,       7.74,      24.00,Total nitrogen,       1.42
Sakda,2013-08-11,       1.44,      24.42,       9.90,      11.10,Total nitrogen,       1.88
Sakda,2013-08-13,       3.16,      27.88,       9.10,      24.97,Total nitrogen,       1.19
Sakda,2013-10-02,       0.00,      24.48,      10.97,       1.50,Total nitrogen,       2.71
Sakda,2013-10-03,       3.53,      24.48,      11.30,       3.80,Total nitrogen,       2.96
Sakda,2013-11-01,       3.03,      24.96,      10.50,       1.20,Total nitrogen,       2.55
Sakda,2013-12-05,       2.48,      23.52,      10.75,      15.00,Total nitrogen,       1.81
Sakda,2013-12-10,       1.14,      28.12,       8.47,      17.47,Total nitrogen,       1.95
Sakda,2014-01-17,       2.93,      13.14,      12.08,       4.00,Total nitrogen,       1.97
Sakda,2014-03-04,       5.20,      19.06,      10.81,      10.37,Total nitrogen,       2.06
Sakda,2014-03-13,       5.09,      22.20,      12.21,       5.33,Total nitrogen,       2.38
Sakda,2014-03-14,       3.31,      14.57,       9.49,      16.00,Total nitrogen,       2.08
Sakda,2014-04-07,       1.53,       6.95,       6.77,      26.67,Total nitrogen,       1.79
Sakda,2014-06-09,       0.23,      20.07,       6.82,      24.00,Total nitrogen,       1.49
Sakda,2014-06-11,       1.29,       6.95,       9.50,      15.00,Total nitrogen,       1.19
Sakda,2014-06-13,       1.94,       8.32,       8.64,      20.47,Total nitrogen,       1.18
Sakda,2014-06-19,       2.58,       9.69,       7.77,      25.93,Total nitrogen,       1.17
Sakda,2014-07-11,       2.66,      14.77,       8.39,      22.97,Total nitrogen,       1.17
Sakda,2014-08-05,       2.74,      19.84,       9.00,      20.00,Total nitrogen,       1.16
Sakda,2014-08-08,       2.03,      20.23,       7.70,      23.10,Total nitrogen,       1.26
Sakda,2014-08-22,       1.33,      20.62,       6.40,      26.20,Total nitrogen,       1.37
Sakda,2014-09-05,       0.93,      16.75,       7.13,      22.28,Total nitrogen,       1.47
Sakda,2014-10-15,       0.52,      12.88,       7.87,      18.37,Total nitrogen,       1.57
Sakda,2014-11-04,       0.75,      10.90,       8.94,      14.24,Total nitrogen,       1.74
Sakda,2014-11-07,       0.98,       8.93,      10.00,      10.12,Total nitrogen,       1.92
Sakda,2014-11-12,       1.21,       6.95,      11.07,       6.00,Total nitrogen,       2.09
Sakda,2014-12-01,       0.75,      12.70,       9.24,      14.39,Total nitrogen,       2.02
Sakda,2014-12-09,       0.29,      18.46,       7.41,      22.78,Total nitrogen,       1.96
Sakda,2014-12-10,       0.70,      18.37,       8.28,      17.80,Total nitrogen,       1.89
Sakda,2014-12-12,       1.10,      18.29,       9.16,      12.81,Total nitrogen,       1.83
Sakda,2015-02-04,       1.50,      18.20,      10.04,       7.83,Total nitrogen,       1.77
Sakda,2015-02-13,       1.40,      15.95,       9.22,      11.29,Total nitrogen,       1.60
Sakda,2015-03-13,       1.29,      13.70,       8.41,      14.75,Total nitrogen,       1.43
Sakda,2015-04-17,       1.18,      11.45,       7.59,      18.21,Total nitrogen,       1.26
Sakda,2015-05-14,       1.08,       9.19,       6.78,      21.67,Total nitrogen,       1.09
Sakda,2015-06-18,       1.70,       9.79,       7.28,      22.77,Total nitrogen,       1.16
Sakda,2015-07-09,       2.39,      11.93,       9.92,      12.38,Total nitrogen,       1.79
Sakda,2015-08-01,       3.07,      14.07,      12.56,       2.00,Total nitrogen,       2.43
Sakda,2015-08-05,       2.53,      13.43,      11.54,       5.83,Total nitrogen,       2.07
Sakda,2015-08-08,       2.00,      12.78,      10.52,       9.67,Total nitrogen,       1.72
Sakda,2015-08-10,       1.46,      12.13,       9.51,      13.50,Total nitrogen,       1.37
Sakda,2015-08-20,       2.15,      10.43,       6.34,      26.73,Total nitrogen,       1.33
Sakda,2015-09-01,       1.20,       8.66,       7.23,      22.77,Total nitrogen,       1.30
Sakda,2015-09-25,       0.24,       6.89,       8.12,      18.80,Total nitrogen,       1.27
Sakda,2015-10-07,       1.66,      16.16,       5.87,      24.23,Total nitrogen,       1.25
Sakda,2015-10-12,       4.75,       7.90,      11.60,       5.73,Total nitrogen,       1.59
Sakda,2015-11-07,       3.11,       8.76,      10.66,       9.27,Total nitrogen,       1.58
Sakda,2015-11-19,       1.47,       9.63,       9.72,      12.80,Total nitrogen,       1.57
Sakda,2015-12-02,       1.63,      17.44,      11.22,       4.07,Total nitrogen,       2.75
Sakda,2015-12-03,       3.50,      15.02,      11.26,       6.00,Total nitrogen,       3.16
Sakda,2015-12-06,       2.70,      12.45,      10.69,       9.55,Total nitrogen,       2.76
Sakda,2016-01-04,       1.90,       9.88,      10.12,      13.10,Total nitrogen,       2.36
Sakda,2016-01-10,       0.50,      12.37,       8.09,      17.13,Total nitrogen,       1.43
Sakda,2016-02-09,       1.89,      12.32,       9.94,      11.82,Total nitrogen,       1.50
Sakda,2016-02-12,       3.27,      12.28,      11.79,       6.50,Total nitrogen,       1.56
Sakda,2016-03-09,       0.59,      17.67,       6.85,      23.60,Total nitrogen,       1.28
Sakda,2016-04-11,       2.06,      21.03,      10.23,      11.00,Total nitrogen,       1.72
Sakda,2016-05-13,       1.03,      16.51,       8.10,      16.00,Total nitrogen,       1.78
Sakda,2016-05-14,       1.00,      16.67,       7.95,      17.50,Total nitrogen,       1.74
Sakda,2016-06-19,       0.97,      16.84,       7.80,      19.00,Total nitrogen,       1.71
Sakda,2016-07-02,       0.95,      17.00,       7.65,      20.50,Total nitrogen,       1.68
Sakda,2016-07-18,       0.92,      17.16,       7.49,      22.00,Total nitrogen,       1.64
Sakda,2016-08-04,       0.89,      17.32,       7.34,      23.50,Total nitrogen,       1.61
Sakda,2016-08-07,       0.86,      17.49,       7.19,      25.00,Total nitrogen,       1.58
Sakda,2016-08-14,       1.25,      18.19,       6.73,      25.45,Total nitrogen,       1.54
Sakda,2016-08-19,       1.64,      18.89,       6.27,      25.90,Total nitrogen,       1.51
Sakda,2016-09-01,       2.48,       7.12,      12.48,       3.47,Total nitrogen,       1.85
Sakda,2016-10-01,       2.34,       7.22,      12.49,       2.98,Total nitrogen,       1.88
Sakda,2016-10-11,       2.21,       7.32,      12.50,       2.48,Total nitrogen,       1.91
Sakda,2016-10-15,       2.08,       7.42,      12.50,       1.99,Total nitrogen,       1.93
Sakda,2016-11-02,       1.94,       7.52,      12.51,       1.50,Total nitrogen,       1.96
Sakda,2016-11-03,       2.18,      13.85,      11.19,       6.40,Total nitrogen,       1.88
Sakda,2016-11-06,       1.63,      21.98,       6.88,      21.77,Total nitrogen,       1.36
Sakda,2016-12-03,       2.62,      30.72,       8.19,      13.88,Total nitrogen,       1.56
Somchair,2009-01-24,       3.60,      39.45,       9.50,       6.00,Total nitrogen,       1.77
Somchair,2009-02-14,       4.70,      29.52,      11.20,       6.00,Total nitrogen,       4.22
Somchair,2009-03-27,       7.40,      62.50,       9.70,       8.00,Total nitrogen,       2.28
Somchair,2009-04-25,       5.10,      38.59,       7.90,      16.00,Total nitrogen,       1.68
Somchair,2009-05-25,       2.40,      29.59,       7.90,      24.00,Total nitrogen,       1.32
Somchair,2009-06-28,       2.80,      29.68,       7.70,      23.00,Total nitrogen,       5.21
Somchair,2009-07-26,       2.20,      24.60,       8.00,      24.00,Total nitrogen,       2.27
Somchair,2009-08-28,       2.40,      49.32,       7.80,      24.00,Total nitrogen,       2.44
Somchair,2009-09-24,       1.60,      14.76,       8.50,      19.10,Total nitrogen,       2.09
Somchair,2009-10-30,       3.00,      34.44,       9.00,      14.00,Total nitrogen,       2.27
Somchair,2009-11-14,       3.10,      29.59,      10.10,       6.00,Total nitrogen,       2.60
Somchair,2009-12-19,       3.60,      34.40,      10.00,       3.00,Total nitrogen,       2.58
Somchair,2010-01-24,       5.30,      59.04,      12.40,       2.00,Total nitrogen,       3.72
Somchair,2010-02-14,       4.10,      34.02,      12.50,       5.00,Total nitrogen,       2.81
Somchair,2010-03-20,       3.10,      29.52,      11.50,      10.00,Total nitrogen,       2.19
Somchair,2010-04-18,       3.50,      34.44,      10.80,      14.00,Total nitrogen,       2.12
Somchair,2010-05-22,       2.90,      29.59,       9.80,      20.00,Total nitrogen,       2.19
Somchair,2010-06-13,       2.70,      29.59,       8.30,      25.00,Total nitrogen,       2.68
Somchair,2010-07-22,       1.50,      24.60,       7.50,      23.00,Total nitrogen,       1.74
Somchair,2010-08-28,       1.90,      24.60,       7.50,      25.00,Total nitrogen,       2.21
Somchair,2010-09-12,       2.00,      28.08,      11.40,       7.00,Total nitrogen,       2.26
Somchair,2010-09-30,       1.70,      24.60,       8.80,      16.00,Total nitrogen,       1.20
Somchair,2010-10-29,       1.90,      29.59,       8.80,      10.00,Total nitrogen,       2.03
Somchair,2010-11-27,       2.10,      32.90,      11.60,       6.00,Total nitrogen,       2.58
Somchair,2011-01-30,       2.20,      75.26,       8.20,       3.00,Total nitrogen,       2.93
Somchair,2011-02-26,       2.21,      27.40,      12.55,       3.00,Total nitrogen,       2.21
Somchair,2011-03-08,       2.86,      23.52,       8.81,      28.00,Total nitrogen,       1.49
Somchair,2011-03-11,       1.43,      19.58,      11.73,       5.00,Total nitrogen,       2.46
Somchair,2011-03-26,       2.83,      22.84,      11.97,       8.00,Total nitrogen,       3.14
Somchair,2011-04-13,       2.91,      22.84,       9.82,      13.50,Total nitrogen,       3.13
Somchair,2011-05-27,       2.27,      28.94,       8.91,      23.50,Total nitrogen,       1.83
Somchair,2011-06-29,       3.62,      24.60,       7.66,      23.00,Total nitrogen,       3.40
Somchair,2011-08-12,       2.68,      19.58,       9.81,      11.00,Total nitrogen,       2.32
Somchair,2011-08-28,       3.42,      28.08,       6.57,      24.00,Total nitrogen,       2.01
Somchair,2011-09-23,       1.86,      32.76,       8.26,      21.00,Total nitrogen,       1.91
Somchair,2011-11-16,       2.86,      23.40,      10.82,       9.00,Total nitrogen,       1.93
Somchair,2012-02-18,       3.66,      37.44,      12.58,       1.50,Total nitrogen,       3.44
Somchair,2012-02-24,       3.81,      30.25,      12.26,       4.00,Total nitrogen,       3.10
Somchair,2012-03-16,       2.94,      23.06,      12.86,       4.00,Total nitrogen,       2.90
Somchair,2012-03-25,       2.85,      25.57,      12.79,      11.00,Total nitrogen,       1.88
Somchair,2012-04-02,       2.97,      28.08,       8.57,       2.00,Total nitrogen,       2.39
Somchair,2012-04-11,       2.60,      24.80,       9.77,      11.00,Total nitrogen,       3.24
Somchair,2012-04-26,       2.79,      28.08,       8.68,      16.00,Total nitrogen,       2.36
Somchair,2012-04-29,       2.86,      30.42,       8.04,      13.50,Total nitrogen,       2.05
Somchair,2012-05-26,       3.89,      32.76,       7.40,      23.00,Total nitrogen,       3.09
Somchair,2012-05-31,       3.92,      28.08,       7.32,      22.00,Total nitrogen,       2.80
Somchair,2012-07-10,       1.65,      23.40,       9.55,      12.50,Total nitrogen,       1.93
Somchair,2012-07-20,       3.71,      29.23,       6.17,      26.00,Total nitrogen,       1.39
Somchair,2012-07-23,       3.69,      28.66,       6.26,      27.00,Total nitrogen,       1.42
Somchair,2012-07-27,       3.56,      28.08,       6.31,      26.00,Total nitrogen,       1.00
Somchair,2012-07-30,       3.16,      37.22,       6.55,      25.00,Total nitrogen,       2.71
Somchair,2012-08-12,       2.02,      46.36,       8.55,       7.00,Total nitrogen,       3.15
Somchair,2012-08-25,       4.74,      46.80,       7.86,      26.00,Total nitrogen,       1.07
Somchair,2012-10-27,       6.40,      37.44,      10.14,      10.00,Total nitrogen,       2.42
Somchair,2012-10-29,       5.07,      35.82,       9.12,       8.00,Total nitrogen,       2.35
Somchair,2012-11-10,       2.00,      34.20,       9.27,      13.00,Total nitrogen,       1.85
Somchair,2012-11-15,       2.54,      32.58,       9.41,      16.00,Total nitrogen,       3.57
Somchair,2012-11-22,       2.41,      30.96,       9.05,      12.00,Total nitrogen,       2.72
Somchair,2012-12-30,       2.33,      29.34,       8.54,       1.00,Total nitrogen,       2.72
Somchair,2013-02-06,       1.90,      27.72,       6.68,      23.00,Total nitrogen,       2.27
Somchair,2013-02-11,       1.46,      26.10,      10.54,      10.40,Total nitrogen,       2.15
Somchair,2013-02-16,       2.60,      24.48,      11.05,       2.00,Total nitrogen,       2.73
Somchair,2013-02-25,       1.95,      26.93,       9.79,       1.00,Total nitrogen,       2.61
Somchair,2013-03-24,       0.78,      29.37,       8.53,       6.00,Total nitrogen,       2.69
Somchair,2013-03-30,       1.84,      27.61,      10.73,       8.50,Total nitrogen,       2.78
Somchair,2013-04-02,       1.67,      25.86,      10.66,       1.00,Total nitrogen,       3.22
Somchair,2013-04-11,       0.90,      24.10,      10.60,      12.00,Total nitrogen,       1.75
Somchair,2013-04-20,       1.82,      70.56,       9.61,      11.00,Total nitrogen,       2.34
Somchair,2013-04-29,       1.09,      82.32,       8.38,      15.50,Total nitrogen,       2.59
Somchair,2013-05-19,       4.12,      94.08,       7.17,      19.00,Total nitrogen,       1.99
Somchair,2013-06-21,       1.88,      32.62,       6.84,      23.50,Total nitrogen,       2.33
Somchair,2013-06-30,       3.10,      58.13,       6.88,      20.50,Total nitrogen,       2.78
Somchair,2013-07-19,      10.97,      83.64,       4.38,      28.00,Total nitrogen,       1.70
Somchair,2013-07-29,       8.99,      63.96,       0.00,      27.00,Total nitrogen,       1.07
Somchair,2013-08-08,       4.50,      34.44,       8.85,      27.00,Total nitrogen,       1.65
Somchair,2013-08-23,       3.23,      31.48,       6.16,      24.00,Total nitrogen,       1.24
Somchair,2013-09-12,       1.95,      28.51,      10.86,       2.00,Total nitrogen,       3.08
Somchair,2013-09-26,       2.20,      30.72,       7.32,      19.50,Total nitrogen,       1.34
Somchair,2013-10-25,       1.47,      32.92,      10.48,      10.20,Total nitrogen,       2.10
Somchair,2013-11-01,       2.05,      32.76,      11.21,       1.00,Total nitrogen,       2.61
Somchair,2013-11-17,       1.08,      31.66,       9.11,       4.00,Total nitrogen,       2.09
Somchair,2013-11-22,       1.56,      30.57,       8.89,       7.00,Total nitrogen,       2.10
Somchair,2013-12-09,       2.05,      29.47,       7.45,      26.50,Total nitrogen,       1.71
Somchair,2013-12-19,       2.72,      29.34,      11.69,       2.50,Total nitrogen,       2.95
Somchair,2013-12-27,       2.50,      29.22,      10.95,       3.00,Total nitrogen,       2.78
Somchair,2014-01-24,       2.53,      29.09,      12.87,       5.00,Total nitrogen,       3.04
Somchair,2014-02-05,       1.68,      29.37,       8.13,      18.75,Total nitrogen,       2.61
Somchair,2014-02-11,       1.20,      24.25,       9.72,      12.50,Total nitrogen,       2.00
Somchair,2014-03-02,       1.27,      25.84,       9.16,      16.17,Total nitrogen,       1.73
Somchair,2014-03-05,       1.33,      27.42,       8.59,      19.83,Total nitrogen,       1.46
Somchair,2014-03-09,       1.40,      29.01,       8.03,      23.50,Total nitrogen,       1.19
Somchair,2014-03-15,       2.46,      51.89,      13.28,       3.00,Total nitrogen,       2.90
Somchair,2014-03-21,      11.96,      74.78,       9.88,       7.00,Total nitrogen,       3.22
Somchair,2014-04-18,       1.82,      60.89,       8.43,      11.70,Total nitrogen,       2.47
Somchair,2014-05-06,      10.45,      47.00,       7.15,      24.00,Total nitrogen,       3.31
Somchair,2014-05-14,       2.40,      43.57,       8.28,      17.30,Total nitrogen,       2.44
Somchair,2014-05-28,       3.09,      40.14,      11.09,      17.00,Total nitrogen,       2.77
Somchair,2014-05-30,       2.08,      36.72,       9.36,      14.90,Total nitrogen,       2.66
Somchair,2014-06-04,       1.06,      33.29,       7.62,      12.80,Total nitrogen,       2.54
Somchair,2014-06-12,       0.00,      21.65,      10.95,       3.00,Total nitrogen,       2.65
Somchair,2014-06-26,       0.47,      21.57,       9.30,      14.60,Total nitrogen,       1.81
Somchair,2014-08-22,       0.95,      21.49,       7.66,      26.20,Total nitrogen,       0.96
Somchair,2014-08-27,       1.42,      21.41,       7.84,      28.00,Total nitrogen,       1.56
Somchair,2014-09-08,       1.44,      21.33,       7.58,      28.00,Total nitrogen,       1.57
Somchair,2014-09-18,       1.45,      22.39,       8.48,      20.50,Total nitrogen,       1.34
Somchair,2014-09-21,       1.85,      23.45,       7.88,      21.45,Total nitrogen,       1.12
Somchair,2014-10-09,       2.25,      24.52,       7.28,      22.40,Total nitrogen,       0.90
Somchair,2014-10-10,       1.10,      25.58,       8.57,      15.50,Total nitrogen,       1.67
Somchair,2014-10-17,       0.00,      25.13,       8.97,      16.50,Total nitrogen,       1.46
Somchair,2014-10-19,       1.09,      24.68,       8.31,      20.75,Total nitrogen,       1.98
Somchair,2014-11-06,       2.19,      24.23,       7.65,      25.00,Total nitrogen,       2.49
Somchair,2014-11-08,       1.57,      23.78,       8.88,      15.00,Total nitrogen,       2.60
Somchair,2014-11-12,       0.96,      23.34,      10.12,       5.00,Total nitrogen,       2.70
Somchair,2014-11-13,       1.10,      22.89,      11.25,      10.00,Total nitrogen,       1.79
Somchair,2014-11-17,       1.13,      22.44,      11.38,       9.00,Total nitrogen,       1.97
Somchair,2014-11-21,       1.16,      21.99,      11.50,       8.00,Total nitrogen,       2.14
Somchair,2014-12-03,       1.76,      21.54,      11.88,       1.50,Total nitrogen,       3.71
Somchair,2014-12-07,       3.10,      33.29,       6.35,      29.00,Total nitrogen,       1.69
Somchair,2014-12-13,       0.93,      31.33,      10.03,       1.40,Total nitrogen,       2.39
Somchair,2014-12-15,       1.34,      29.38,       9.30,      13.70,Total nitrogen,       1.93
Somchair,2015-01-08,       1.76,      27.42,       8.58,      26.00,Total nitrogen,       1.46
Somchair,2015-01-16,       1.25,      25.73,      11.30,       1.20,Total nitrogen,       3.69
Somchair,2015-01-24,       1.36,      27.56,      11.45,       0.85,Total nitrogen,       3.56
Somchair,2015-01-31,       1.48,      29.39,      11.60,       0.50,Total nitrogen,       3.44
Somchair,2015-02-14,       2.19,      31.23,      11.93,       2.00,Total nitrogen,       4.34
Somchair,2015-02-27,       2.22,      33.06,      11.21,       3.00,Total nitrogen,       4.78
Somchair,2015-03-15,       2.10,      34.89,       7.63,       8.30,Total nitrogen,       3.31
Somchair,2015-03-21,       2.10,      34.35,       9.16,      11.00,Total nitrogen,       3.12
Somchair,2015-03-27,       2.11,      33.81,       9.53,      11.55,Total nitrogen,       3.39
Somchair,2015-04-23,       2.12,      33.27,       9.90,      12.10,Total nitrogen,       3.66
Somchair,2015-04-25,       1.89,      32.73,       9.51,      15.40,Total nitrogen,       3.33
Somchair,2015-05-25,       1.66,      32.19,       9.12,      18.70,Total nitrogen,       3.00
Somchair,2015-05-27,       1.43,      31.65,       8.73,      22.00,Total nitrogen,       2.67
Somchair,2015-06-06,       5.86,      31.11,       5.20,      23.00,Total nitrogen,       2.02
Somchair,2015-06-17,       4.10,      31.57,       7.15,      25.20,Total nitrogen,       4.88
Somchair,2015-06-28,       4.21,      32.03,       6.94,      25.65,Total nitrogen,       3.31
Somchair,2015-07-23,       4.32,      32.50,       6.73,      26.10,Total nitrogen,       1.75
Somchair,2015-08-10,       2.83,      32.96,       9.82,      11.00,Total nitrogen,       1.66
Somchair,2015-08-21,       1.01,      32.01,       7.02,      26.00,Total nitrogen,       1.57
Somchair,2015-08-28,       3.71,      31.06,       7.90,      26.25,Total nitrogen,       1.44
Somchair,2015-09-08,       6.40,      30.11,       8.79,      26.50,Total nitrogen,       1.31
Somchair,2015-09-09,       1.78,      29.16,       8.12,      19.40,Total nitrogen,       1.82
Somchair,2015-09-12,       1.23,      20.91,      11.93,       2.00,Total nitrogen,       2.45
Somchair,2015-09-22,       1.52,      22.30,       8.85,      16.50,Total nitrogen,       1.77
Somchair,2015-09-24,       2.72,      27.67,      10.16,      12.65,Total nitrogen,       3.09
Somchair,2015-10-04,       3.92,      33.05,      11.47,       8.80,Total nitrogen,       4.42
Somchair,2015-10-05,       1.40,      24.58,       8.40,      21.00,Total nitrogen,       2.84
Somchair,2015-10-15,       1.26,      24.59,       9.56,      14.00,Total nitrogen,       2.52
Somchair,2015-10-30,       2.01,      24.59,       9.83,      13.45,Total nitrogen,       2.20
Somchair,2015-11-11,       2.76,      24.60,      10.10,      12.90,Total nitrogen,       1.88
